level,code,description,x_position,page
2,9286,Trial Court Security – Judgeships (New 17/18),139.5800018310547,19
2,9290,Rural Renaissance,139.5800018310547,19
2,9300,Payment to Counties for Costs of Homicide Trials,139.5800018310547,19
2,9350,Shared Revenue,139.5800018310547,19
3,9360,Apportionment of Liquor License Fees,175.5800018310547,19
1,9040,Statewide Expenditures,103.58000183105469,20
3,9370,Apportionment of Highway Properties Rental Receipts,175.5800018310547,20
3,9380,Apportionment of Off-Highway License Fees,175.5800018310547,20
3,9390,Apportionment of Federal Receipts for Flood Control Lands,175.5800018310547,20
3,9400,Apportionment of Federal Receipts for Forest Reserves,175.5800018310547,20
3,9410,Apportionment of Federal Receipts for Grazing Land,175.5800018310547,20
3,9420,Apportionment of Federal Potash Lease Rentals,175.5800018310547,20
3,9425,Apportionment of Mobilehome and Commercial Coach License Fees,175.5800018310547,20
3,9430,Apportionment of Motor Vehicle License Fees,175.5800018310547,20
3,9440,Apportionment of Cigarette Tax,175.5800018310547,20
3,9450,Apportionment of Highway Carriers’ Uniform Business Tax Fee,175.5800018310547,20
3,9460,Apportionment of Tideland Revenues,175.5800018310547,20
3,9480,Apportionment of Motor Vehicle Fuel Tax for County Roads,175.5800018310547,20
3,9490,Apportionment of Motor Vehicle Fuel Tax for City Streets,175.5800018310547,20
3,9500,Apportionment of Motor Vehicle Fuel Tax for County Roads and City  Streets,175.5800018310547,20
3,9505,Apportionment of Motor Vehicle Fuel Tax to Counties and Cities for,175.5800018310547,20
3,9510,Financial Aid to Local Agencies,175.5800018310547,20
3,9515,Apportionment of Local Agency Reimbursements,175.5800018310547,20
3,9520,Apportionment of Geothermal Resources Development,175.5800018310547,20
3,9530,Apportionments for Public Safety,175.5800018310547,20
3,9533,Apportionment of Traffic Congestion Relief Fund,175.5800018310547,20
3,9535,Apportionment of Local Transportation Funding,175.5800018310547,20
2,9540,Federal Revenue Sharing,139.5800018310547,20
2,9590,Payment of Interest on Pooled Money Investment Account Loans,139.5800018310547,20
2,9600,General Obligation Bonds and Commercial Paper,139.5800018310547,20
2,9610,Lease-Revenue Notes and Bonds,139.5800018310547,20
2,9612,Tobacco Settlement Revenue Shortfall,139.5800018310547,20
2,9613,Unenhanced Tobacco Bond Proceeds,139.5800018310547,20
2,9615,Payment of Pension Obligation,139.5800018310547,20
2,9618,Economic Recovery Financing Committee (Abolished 10/19)–DO NOT USE,139.5800018310547,20
2,9620,Cash Management and Budgetary Loans,139.5800018310547,20
2,9625,Interest Payments to the Federal Government,139.5800018310547,20
2,9632,State Mandated Local Costs - DO NOT USE,139.5800018310547,20
2,9633,Payment of Interest on PMIA Loans - DO NOT USE,139.5800018310547,20
2,9634,General Obligation Bonds - DO NOT USE,139.5800018310547,20
2,9636,Miscellaneous Adjustments - DO NOT USE,139.5800018310547,20
2,9650,Health & Dental Benefits for Annuitants,139.5800018310547,20
2,9651,Prefunding Health and Dental Benefits for Annuitants,139.5800018310547,20
2,9655,Statewide Accounts Receivable Management Enhancements (Abol. 17/18),139.5800018310547,20
2,9658,Budget Stabilization Account,139.5800018310547,20
2,9660,Los Angeles County Medical Assistance Grant Program,139.5800018310547,20
2,9670,Equity Claims and Settlements and Judgements (Retitled 6/19),139.5800018310547,20
3,9671,Equity Claims by Victim Compensation Board and Department of General,175.5800018310547,20
3,9672,Settlements and Judgments  by Department of Justice,175.5800018310547,20
2,9673,San Francisco-Oakland Bay Bridge & I-880 Cypress Structure Disaster Fund,139.5800018310547,20
2,9675,Construction & Repair of Local Streets and Roads,139.5800018310547,21
2,9680,State Mandated Local Programs - DO NOT USE,139.5800018310547,21
2,9690,"Refunds of Taxes, Licenses & Other Fees",139.5800018310547,21
2,9695,Universal Telephone Service Program,139.5800018310547,21
2,9700,Repayment of Loans Under Completed Programs,139.5800018310547,21
2,9720,Working Capital Advances,139.5800018310547,21
3,9730,State Clean Water Grants Revolving Fund,175.5800018310547,21
3,9740,Cooperative Personnel Services Revolving Fund,175.5800018310547,21
3,9750,County Formation Revolving Fund,175.5800018310547,21
2,9790,Augmentation for Mediterranean Fruit Fly,139.5800018310547,21
2,9800,Augmentation for Employee Compensation,139.5800018310547,21
2,9801,Reduction for Employee Compensation - DOF/SCO USE ONLY,139.5800018310547,21
2,9802,June to July Payroll Deferral,139.5800018310547,21
2,9804,Contracts Impacted by Minimum Wage,139.5800018310547,21
2,9805,Commission on Pay Equity,139.5800018310547,21
2,9810,Payment of Specified Attorney Fees,139.5800018310547,21
2,9815,Federal Court Awarded Attorney Fees - DO NOT USE,139.5800018310547,21
2,9818,Federal Levy of State Funds,139.5800018310547,21
2,9820,Augmentation for Price Increases,139.5800018310547,21
2,9830,Control/Replacement of Polychlorinated Biphenyls (PCBs) in State Facilities,139.5800018310547,21
2,9840,Augmentation for Contingencies or Emergency,139.5800018310547,21
2,9845,Information Technology Equipment Management Program,139.5800018310547,21
2,9847,Statewide Telecommunications System,139.5800018310547,21
2,9850,Loans for Contingencies or Emergencies,139.5800018310547,21
2,9855,Legislative Initiatives,139.5800018310547,21
2,9858,"Guarantee of Loan, State",139.5800018310547,21
2,9860,Capital Outlay Planning and Studies Funding,139.5800018310547,21
2,9865,"Architecture Revolving Fund, Recovery of Uncharged Costs",139.5800018310547,21
2,9870,Unallocated Cost-of-Living,139.5800018310547,21
2,9873,Various Unallocated,139.5800018310547,21
2,9875,General Fund Deficit Recovery Payments,139.5800018310547,21
2,9880,Augmentation for Office of Administrative Law Services,139.5800018310547,21
2,9885,Reserve for Liquidation of Encumbrances,139.5800018310547,21
2,9886,Past Year Adjustments - Reserve for Encumbrances,139.5800018310547,21
2,9889,Public School System Stabilization Account – DOF/SCO USE ONLY,139.5800018310547,21
2,9890,Reserve for Economic Uncertainties,139.5800018310547,21
2,9891,Craig Brown v. US Dept of Health and Human Svs - DOF/SCO USE ONLY,139.5800018310547,21
2,9892,Supplemental Pension Payments,139.5800018310547,21
2,9893,UC Retirement Adjustment - DOF/SCO USE ONLY,139.5800018310547,21
2,9894,Statewide Proposition 98 Reconciliation - DOF USE ONLY,139.5800018310547,21
2,9895,Petroleum Violation Escrow Account Program,139.5800018310547,21
2,9896,Outer Continental Shelf Land Act. Section 8 (g),139.5800018310547,21
2,9897,Section 3.60 Rate Adjustments - DOF USE ONLY,139.5800018310547,21
2,9898,PERS General Fund Payment - DOF/SCO USE ONLY,139.5800018310547,21
2,9899,Information Technology Century Change and Alternative Procurements,139.5800018310547,21
2,9900,Statewide General Administrative Expenditures (Pro Rata),139.5800018310547,21
2,9901,Various Departments - DOF USE ONLY,139.5800018310547,21
2,9902,Citizenship & Alien Verification - DO NOT USE,139.5800018310547,22
2,9903,Alternative Procurements for Information Technology,139.5800018310547,22
2,9904,Information Technology Century Change,139.5800018310547,22
2,9906,Statewide Americans with Disabilities Act - DOF/SCO USE ONLY,139.5800018310547,22
2,9907,E-Government Projects - DOF/SCO USE ONLY,139.5800018310547,22
2,9908,Janitorial/Contract Services - DOF/SCO USE ONLY,139.5800018310547,22
2,9909,Health Insurance Portability & Accountability Act Compliance - DOF/SCO USE ONLY,139.5800018310547,22
2,9910,General Fund Credits from Federal Funds (SWCAP),139.5800018310547,22
2,9911,Utilities Costs - DOF/SCO USE ONLY,139.5800018310547,22
2,9912,State Appropriations Limit (Control Section 12),139.5800018310547,22
2,9913,Department of Justice Attorney Fees - DOF/SCO USE ONLY,139.5800018310547,22
2,9914,Postage Rate Increase - DOF/SCO USE ONLY,139.5800018310547,22
2,9915,Augmentation Authority per Control Section 31.70  - DOF USE ONLY,139.5800018310547,22
2,9917,Department of Justice Legal Services,139.5800018310547,22
2,9918,Child Development,139.5800018310547,22
2,9920,Mandated Reductions - DOF USE ONLY,139.5800018310547,22
2,9930,Section 3.60(a) Rate Reductions - DOF USE ONLY,139.5800018310547,22
2,9931,Section 3.60(b) Surplus Assets - DOF USE ONLY,139.5800018310547,22
2,9934,PERS Payment Recovery,139.5800018310547,22
2,9935,PERS Deferral - DOF USE ONLY,139.5800018310547,22
2,9936,PERS Surplus Asset Savings - DOF USE ONLY,139.5800018310547,22
2,9937,Federal Recoveries - DOF USE ONLY,139.5800018310547,22
2,9939,Antiterrorism Federal Reimbursements  - DOF USE ONLY,139.5800018310547,22
2,9940,Estimated Unidentifiable Savings - DOF USE ONLY,139.5800018310547,22
2,9941,Revenue Bond Debt Refinancing - DOF USE ONLY,139.5800018310547,22
2,9942,Reorganizing & Downsizing State Government - DOF USE ONLY,139.5800018310547,22
2,9943,Control Section 14.95 - DOF USE ONLY,139.5800018310547,22
2,9945,Unallocated Statewide Reductions - DOF USE ONLY,139.5800018310547,22
2,9946,Salary Reductions - DOF USE ONLY,139.5800018310547,22
2,9947,Past Years’ Disencumbrances - DOF USE ONLY,139.5800018310547,22
2,9948,Operating Expenses and Equipment Savings - DOF USE ONLY,139.5800018310547,22
2,9949,Local District Projects Savings - DOF USE ONLY,139.5800018310547,22
2,9950,Hiring Freeze Savings - DOF USE ONLY,139.5800018310547,22
2,9955,Alternate Retirement Program,139.5800018310547,22
2,9956,Alternate Retirement Program - DOF USE ONLY,139.5800018310547,22
2,9960,Vacant Position Savings per Section 31.60 - DOF USE ONLY,139.5800018310547,22
2,9966,Lease Revenue Debt Service - DOF USE ONLY,139.5800018310547,22
2,9970,California Fiscal Information System Use Only,139.5800018310547,22
2,9980,Premium Offset for Employer-Paid Life Insurance - DOF USE ONLY,139.5800018310547,22
2,9985,Early Retirement Program - DOF USE ONLY,139.5800018310547,22
2,9990,Miscellaneous Control Accounts - DOF/SCO USE ONLY,139.5800018310547,22
2,9991,Administrative Control Accounts – STO/SCO USE ONLY,139.5800018310547,22
2,9992,SCO State Government Reporting,139.5800018310547,22
2,9996,Adjustment to Reconcile to Controller - DOF/SCO USE ONLY,139.5800018310547,22
2,9997,Pending New Organization - DO NOT USE,139.5800018310547,22
2,9998,Control Sections for Budget Enactment Process - DOF USE ONLY,139.5800018310547,22
1,9999,Major Revenue - DOF/SCO USE ONLY,103.58000183105469,22
2,0001,Major Revenue - DOF USE ONLY,139.5800018310547,23
2,0002,Major Policy Revenue - DOF USE ONLY,139.5800018310547,23
2,0003,Prop 98 Exp Adjustment Related to Tax Reductions - DOF USE ONLY,139.5800018310547,23
